,Fecha,Operador,Ruta Detallada,Tipo aeronave_accidente,Pasajeros,Tripulacion,Pasajeros_Fallecidos,Tripulantes_Fallecidos,Muertos_en_tierra,resumen
659,1942-10-30,Military - Royal Air Force,Sin dato,Handley Page HP-57 Halifax,7,3,7,3,0,"After a flight of ten hours, while overflying the south part of Norway, the bomber was shot down by enemy fire and crashed."
660,1942-11-17,Kranoyarskie Vozhjushnye Trassy,Kranoyarsk - Kirensk,Grazhdansky Vozdushnyi Flot PS-84,16,4,16,4,0,Stalled immediately after becoming airborne and crashed. Icing.
661,1942-12-12,Aeroflot,Chardzhou - Tashkent,Tupolev A.N.T. 20bis,30,6,30,6,0,"While attempting to land, the attitude of the plane became almost vertical after which it dove into the ground and exploded. It was reported that after the captain left his seat a passenger disengaged the autopilot and assumed control of the plane."
662,1942-12-15,Western Airlines,Salt Lake - Las Vegas - Burbank,Douglas DC-3A,15,4,13,4,0,"Crashed after performing a violent maneuver.  Failure of the left, or possibly both wing tips and of the horizontal  tail  surfaces as a result of a sever pull-up which caused unusual and  abnormally high air loads. The reason the pull-up maneuver was not determined."
663,1942-12-19,DDL,"Copenhagen, Denmark - Budapest, Hungary",Junkers JU-52/3m,13,3,2,0,0,Crashed 2 km from the airport  while attempting to land at Vienna to refuel.
664,1942-12-20,Canadian Pacific Air Lines,Prince George - Vancouver,Lockheed 14-H2 Super Electra,10,3,10,3,0,"Crashed into the slopes of M.t Cheam at 7,000 feet. Possible complete electrical failure resulting in the deviation from the prescribed route."
665,1943-01-09,British Overseas Airways,Lisbon - London,Short S-26 (flying boat),11,4,10,3,0,Crashed into the River Tagus after a fire broke out aboard the plane. While attempting an emergency landing the ship porpoised and slamed back down and broke up. The separation of a cylinder may have thrown out oil and started the blaze.
666,1943-01-15,Military - U.S. Army Air Forces,Sin dato,Douglas C-54A,26,9,26,9,0,Exploded in mid-air and crashed along the coast of South American while en route to Africa.
667,1943-01-18,Military - U.S. Army Air Forces,"Accra, Ghana - Natal, Brazil",Consolidated C-87,20,6,20,6,0,Disappeared while en route. Life boats with dead bodies found 100 km away.
668,1943-01-21,Pan American World Airways,Honolulu - San Francisco,Martin M-130 (flying boat),10,9,10,9,0,"Flew into a 2,500 ft. mountain while circling in bad weather, after being unable to land in darkness and deciding whether to divert to San Diego. Clipped trees, struck the ground and broke up.  Failure of the captain to determine his position accurately before descending to a dangerously low altitude under extremely poor weather conditions during the hours of darkness. The aircraft was named Philippine Clipper."
669,1943-01-22,Pan American Grace Airlines,S Santiago de Chile - Arequipa - Lima,Douglas DC-3A,11,4,10,4,0,"The aircraft crashed into the Mt. Chaparra in the Andes mountains while en route.  Action of the pilot in continuing the flight on instruments in the overcast, contrary to company flight procedure of which, according to the evidence, the pilot was aware."
670,1943-02-09,British Overseas Airways,Sin dato,Consolidated 32-3 Liberator II,0,0,0,0,0,Ran out of fuel.
671,1943-02-18,Private - Boeing Aircraft Company,Test flight,Boeing XB-29,0,10,0,10,20,"Lost altitude, struck power lines and crashed into a packing house after encountering an engine fire on a test flight."
672,1943-02-22,Pan American World Airways,New York - Hamilton - Horta - Lisbon - Marseille,Boeing B-314 (flying boat),33,6,20,5,0,"Crashed into the Tagus River in poor weather while attempting to land. Inadvertent contact of the left wing tip of the aircraft with the water while making a descending turn preparatory to landing. The aircraft was named the Yankee Clipper.  Novelist Ben Robertson and singer, actress Tamara Drasin, 34, among those killed. Actress Jane Froman seriously injured. She later divorced her husband and married the co-pilot,who had saved her life despite his own serious injury, but they too divorced."
673,1943-03-11,China National Aviation Corporation,Kunming - Assam,Douglas C-53,0,3,0,3,0,The cargo plane was caught in a downdraft in a mountain pass en route and crashed.
674,1943-03-13,China National Aviation Corporation,Kunming - Dinjan,Douglas C-53,0,3,0,3,0,Disappeared over the Himalayas.
675,1943-03-27,Military - Royal Australian Air Force,Brisbane - Sydney,Douglas C-47-DL,20,4,20,4,0,"The aircraft, taking off in darkness and poor visibility, crashed in heavy timber and caught fire."
676,1943-04-04,British Overseas Airways,"Stockholm, Sweden - RAF Leuchars, Scotland",Lockheed C-56B Lodestar,4,3,4,3,0,"Shot down  by German fighters, 30 miles from Skagen, Denmark"
677,1943-04-22,Qantas,Townsville - Port Moresby,Short S-23,27,4,11,2,0,Stalled and crashed in poor weather into the water during an emergency landing on the open sea. Broke up in heavy seas.
678,1943-06-01,British Overseas Airways,Lisbon - Bristol,Douglas DC-3,13,4,13,4,0,"Shot down by the German Air Force over the Bay of Biscay. The last message received from the plane was it was being attacked by an enemy aircraft. The aircraft had a Dutch crew. British actor Leslie Howard, 42, killed. It has been speculated that the plane was attacked because the Germans believed that British Prime Minister Winston Churchill was aboard. Other theories suggest the plane was targeted because several passengers, including Howard, were British spies."
679,1943-06-07,Military - U.S. Army Air Forces,Pope Field - Maxton,Douglas C-47A-DL,16,4,16,4,0,Crashed in thunderstorm activity while attempting to land.
680,1943-06-08,Military - US Navy,Noumea - Sydney,Douglas C-47 Skytrain (DC-3),3,20,3,20,0,"During the initial climb one engine failed. While attempting an emergency landing, the plane stalled and crashed."
681,1943-06-14,Military - U.S. Army Air Forces,Mackay - Port Moresby,B-17C Flying Fortress,35,6,34,6,0,The aircraft took off into ground fog and leveled off at an altitude of about 300 feet. The plane stalled and crashed and exploded.
682,1943-06-16,British Overseas Airways,Sin dato,Lockheed Hudson VI,0,0,0,0,0,Sin dato
683,1943-06-30,British Overseas Airways,Sin dato,Lockheed Hudson VI,0,0,0,0,0,Sin dato
684,1943-07-04,Sin dato,Sin dato,Consolidated Liberator B24 C,0,0,0,0,0,"The flight, bound for London, crashed into the Mediterranean shortly after takeoff. Wladyslaw Sikorski, prime minister of the Polish government in exile, killed."
685,1943-07-28,British Overseas Airways,Lagos - Lisbon - Foynes,Short S-25 Sunderland 3 (flying boat),18,7,9,1,0,The wing struck the side of a mountain as the crew descended from overcast conditions. Pilot error. The captain descended without obtaining bearings from the ground to determine his position accurately.
686,1943-07-28,American Airlines,Cleveland - Memphis,Douglas DC-3,18,4,16,4,0,"The aircraft crashed into trees while attempting to land in strong turbulence and violent downdrafts. There was evidence that most of the occupants in the cabin were victims of suffocation or fire, or both, because of their inability to effect an exit from the aircraft. Loss of control of the aircraft due to unusually severe turbulence and violent downdraft caused by a thunderstorm of unknown and unpredictable intensity."
687,1943-08-01,Military - U.S. Army Air Forces,Bombing run,Consolidated B-24,0,10,0,10,63,Crashed into a women's prison after being hit by anti-aircraft fire while on a bombing run.
688,1943-08-07,Military - U.S. Air Force,Townsville - Brisbane,Douglas C-47-DL,23,4,23,4,0,Twenty minutes after taking off the aircraft crashed into Cleveland Bay several miles offshore.
689,1943-08-11,China National Aviation Corporation,Sin dato,Douglas C-53,0,3,0,3,0,The cargo plane was shot down by Japanese fighters.
690,1943-08-14,LATI,Sin dato,Savoia-Marchetti SM.75,13,4,13,4,0,While taking off the aircraft lost control and crashed offshore.
691,1943-08-27,VASP,Sao Paulo - Rio de Janeiro,Junkers JU-52/3m,18,3,18,3,0,"Struck a Naval Academy building while attemptin to take off in heavy fog.  The plane then broke in two and fell into the harbor. The plane was named ""City of Rio de Janiero."""
692,1943-08-27,AB Aerotransport,Aberdeen - Stockholm,Douglas DC-3,3,4,3,4,0,"Shot down by German military aircraft and crashed 70 km west of Hirsthals, Denmark."
693,1943-09-10,Military - U.S. Army Air Forces,Sin dato,Boeing B-17F / Boeing B-17F,0,22,0,22,0,Midair collision over the Gulf of Mexico while flying in formation. Eleven killed on each plane.
694,1943-09-20,Military - U.S. Army Air Forces,Maxton - Godman,Douglas C-53D-DO,21,4,21,4,0,Crashed into a wooded area after nearly colliding with a glider being towed by another aircraft.  The evasive maneuver caused the aircraft to stall and crash.
695,1943-09-22,Military - U.S. Army Air Forces,Sin dato,Douglas C-53,15,5,15,5,0,Cashed into trees shortly after taking off.
696,1943-10-15,American Airlines,Nashville - Memphis,Douglas DC3-G102,11,4,11,4,0,"The aircraft struck the ground nose-first in a vertical attitude while en route and was completely demolished by the impact. Inability of the aircraft to gain or maintain altitude due to carburetor ice, propeller ice or wing ice or some combination of these icing conditions, while over terrain and in weather unsuitable for an emergency landing. Weather conditions which, had their nature been anticipated, should have precluded the dispatch of the flight in an aircraft not equipped with wing or propeller deicing equipment."
697,1943-10-19,Military - Royal Canadian Air Force,Gander - Mont-Joli,Consolidated B-24,20,4,20,4,0,"The plane crashed in a snowstorm, on a cliff near the summit of Black Mountain, 60 miles north of its destination, Montreal. The wreckage was located three years later."
698,1943-10-22,AB Aerotransport,Aberdeen - Stockholm,Douglas DC-3,12,3,12,3,0,"Shot down by a Ju88, German military aircraft. While attempting to ditch the plane the aircraft hit a cliff."
699,1943-10-22,Military - U.S. Army Air Forces,Sin dato,Douglas C-47-DL,15,5,15,5,0,Stalled when it was making a descending turn during a parachute exercise.
700,1943-11-05,British Overseas Airways,Cairo - Djerba - Poole,Short Sunderland 3,10,9,10,9,0,Crashed after an In-flight fire started behind one of the engines.
701,1943-11-08,Military - Indian Air Force,Sin dato,Sin dato,0,0,0,0,37,Crashed into a village.
702,1943-11-19,China National Aviation Corporation,Sin dato,Douglas C-53,0,3,0,2,0,The cargo plane crashed short of the runway in poor weather conditions.
703,1943-11-19,China National Aviation Corporation,Sin dato,Douglas C-47,0,3,0,3,0,A navigational error caused the cargo plane to strike a mountain.
704,1943-11-26,Qantas,"Port Moresby - Townsville,, Queensland, Australia",Lockheed L-18-56 Lodestar,11,4,11,4,0,Flew into a hill shortly after talking off from Ward's Strip operated by Qantas for Allied Directorate of Air Transport.
705,1943-12-17,British Overseas Airways,Stockholm - Leuchars,Lockheed 18-56 Lodestar,7,3,7,3,0,Went out of control from cruising altiude and crashed into the sea. Icing.
706,1943-12-18,China National Aviation Corporation,Sin dato,Douglas C-47,0,3,0,3,0,The cargo plane struck a mountain while attempting a go-around.
707,1943-12-19,Military - U.S. Air Force,Townsville - Rockhampton - Brisbane,Douglas C-47A-60-DL,27,4,27,4,0,Crashed and exploded while en route.
708,1943-12-29,Military - U.S. Army Air Forces / Military - U.S. Army Air Forces,Wendover Field - Pocatello AAB,Consolidated B-24 / Consolidated B-24,0,25,0,25,0,A midair collision occurred while on a cross-country flight flying in formation. Twelve kiled aboard 4207183 and thirteen aboard 42-7408. Faulty flying technique displayed by the pilot of 42-7183.
709,1944-01-15,Deutsche Lufthansa,Thessaloniki - Belgrade,Junkers JU-52/3m,3,2,3,2,0,While approaching to land the aircraft was too low and hit a hill located 16 km east of the Belgrade-Zemun Airport.
710,1944-02-10,American Airlines,Little Rock - Memphis,Douglas DC-3,21,3,21,3,0,"The aircraft crashed into a river and sank ,18 miles southwest of Memphis, in a snowstorm, while en route from Little Rock. Cause undetermined."
711,1944-02-10,DETA,Quelimane - Lourence Marques,Lockheed 14-H2 Super Electra,10,4,10,4,0,Crashed and burned while taking off.
712,1944-02-20,China National Aviation Corporation,Sin dato,Douglas C-47,0,2,0,2,0,The cargo plane flew into a mountain
713,1944-02-21,Deutsche Lufthansa,Sin dato,Junkers JU-52/3m,13,3,13,3,0,"After radioing they were returning , the plane went missing and was never found."
